15181	
	0.2135797219	-0.05339226898	0.2251366548	-0.03214530782	0.1846919101
	-0.04537139722	0.3095825409	-0.02102418931	0.3584498778	-0.01292072017
	0.3496415385	-0.02824297003	0.3597262119	-0.04806024374	0.2767320102
	-0.05463502435	0.2667129113	-0.04239004487	-0.8603987754	0.3674895944
	-0.05871215431	0.4408322345	-0.03531554096	-3.326121801e-017	1.638844667e-017
	0.2267806996	-0.003862326546	0.3508248689	-0.007573162715	0.4104817505
	-0.01096420664	0.429506805	-0.02152772528	-0.8312891286	0.480116208
	-0.01656793032	0.5494053902	-0.02345689901	0.5112668703	-0.0300838753
	0.4722068361	-0.01421220761	0.6017460967	-0.02195899231	0.5983239394
	-0.02285970307	0.5299794333	-0.01800332858	-0.8093630157	  1
	1.707148643e-032	1.826488851	1.010212411	-4.209974697e-019	  1
	-6.155916104e-033	0.1895854717	-0.003056908527	0.1948828382	-0.002449420614
	4.748183619e-017	3.113682351e-018	2.129286509e-017	2.355259268e-018	-0.8093447244
	-1.524904959e-017	1.07647006e-018	-0.7940858619	1.110812504e-017	-3.870416133e-018
	0.2212244756	-0.003608676528	1.314930271e-016	-3.440666219e-018	5.350542131e-034
	4.97792535e-033	2.424926803	5.09297583e-020	7.229538574e-018	-0.1955251684
	-1.670036283e-017	0.1014922337	0.01297111916	7.71474934e-018	1.804893575e-020
	-0.6914154462	1.025927731e-017	-3.367366129e-019	0.1383405934	-0.04555425938
	0.2862099637	-0.06045358776	-0.8746357461	0.2268261284	-0.05630722145
	0.1313831814	-0.03692238727	0.1656008068	-0.03955021789	0.2992187357
	-0.06174349183	0.2143010547	-0.0505323022	0.1701678789	-0.04830474485
	-0.8974852103	0.2319532009	-0.04907855628	0.1002846565	-0.03278554676
	0.1042055451	-0.03816372722	-0.9585321547	0.1590880394	-0.01175644229
	0.09562654343	-0.01723208788	0.06021023792	-0.02420096464	0.2845885785
	-0.006056985249	-0.8082505535	0.1787446387	-0.02296799189	-0.8232843683
	0.0633247181	-0.02212724038	-4.84829114e-017	2.206327014e-017	-0.7951590027
	3.127581136e-018	-6.392893685e-019	0.1528369624	-0.003648987875	0.1370804574
	-0.0308337665	0.2328690059	-0.01474605782	0.4491802235	-0.05158255164
	-0.8456423137	0.4056503499	-0.06623802301	0.3782393911	-0.06315282234
	0.307681005	-0.05888191078	0.5208559142	-0.0430989334	0.4762926061
	-0.05811517933	0.3128052568	-0.06164006182	-0.8557784508	0.6286632564
	-0.03027046674	0.646981518	-0.03803160278	0.5486098781	-0.04937429449
	0.5905000646	-0.03733139022	-0.829456464	0.3966926289	-0.06669571853
	0.5454126491	-0.01856865871	0.4154102089	-0.01108778429	-0.8044711928
	0.3860831445	-0.009745882513	0.5402937953	-0.01797797749	0.5746283286
	-0.02012106003	0.5083907135	-0.01683547054	0.7611629459	-0.03162441197
	0.6656268608	-0.0279158795	-0.8122360876	0.6725724631	-0.02612740514
	-0.8033759653	0.6688035876	-0.02622770568	0.6847022656	-0.03262546707
	0.7002489478	-0.02749622924	0.7645379549	-0.03163544203	1.01579202
	4.706568547e-019	  1	4.916901961e-030	1.765005152	1.097919859
	1.958842325e-019	1.764822696	1.023660675	-0.00573734848	0.9958022881
